BookingId,AccountId,RepId,ProductId,BookingDate,RevenueAmount
87,77,11,2,2025-10-24,1870.0
88,77,11,2,2025-11-01,880.0
89,96,10,3,2025-08-02,5920.0
90,94,4,3,2025-05-31,1820.0
91,94,4,3,2025-06-17,2390.0
92,23,12,3,2025-06-20,12020.0
93,15,19,1,2025-08-21,6470.0
94,43,11,1,2026-06-04,6850.0
95,13,11,1,2025-02-24,1420.0
96,13,11,1,2025-02-07,830.0
97,13,11,1,2025-03-07,950.0
98,32,11,1,2025-02-25,1100.0
99,32,11,1,2025-01-26,1530.0
100,32,11,1,2025-02-06,810.0
101,71,13,2,2025-09-25,1490.0
102,71,13,2,2025-09-21,1130.0
103,86,12,3,2025-10-08,670.0
104,86,12,3,2025-09-14,790.0
105,86,12,3,2025-10-20,1130.0
106,66,10,1,2025-11-12,1130.0
107,42,17,3,2025-06-06,1530.0
108,42,17,3,2025-06-20,2030.0
109,84,10,2,2026-05-01,1070.0
110,84,10,2,2026-04-08,1270.0
111,30,8,3,2026-01-21,1740.0
112,30,8,3,2026-02-01,1610.0
113,62,1,1,2025-07-21,1300.0
114,62,1,1,2025-06-20,1070.0
115,62,1,1,2025-06-24,900.0
116,92,9,2,2026-03-17,1440.0
117,92,9,2,2026-04-12,960.0
118,62,15,1,2025-09-19,1140.0
119,97,5,2,2025-04-08,750.0
120,97,5,2,2025-03-09,600.0
121,97,5,2,2025-04-08,1640.0
122,62,12,2,2025-05-05,1150.0
123,62,12,2,2025-04-27,430.0
124,24,10,3,2026-01-19,4560.0
125,32,20,2,2025-03-28,5720.0
126,58,4,3,2025-10-15,13720.0
127,52,2,3,2026-02-21,730.0
128,52,2,3,2026-01-26,2340.0
129,2,15,3,2025-10-24,3260.0
130,81,20,3,2025-04-30,1720.0
131,81,20,3,2025-03-23,2250.0
132,81,20,3,2025-05-15,4210.0
133,92,14,1,2024-11-27,1380.0
134,92,14,1,2024-11-07,730.0
135,92,14,1,2024-12-18,640.0
136,97,2,3,2026-03-12,1430.0
137,97,2,3,2026-03-22,1770.0
138,97,2,3,2026-04-01,700.0
139,19,6,1,2026-01-17,3430.0
140,19,6,1,2026-01-15,5100.0
141,19,6,1,2026-01-14,5510.0
142,69,16,1,2025-07-09,440.0
143,69,16,1,2025-06-06,910.0
144,69,16,1,2025-07-01,530.0
145,11,19,3,2025-03-30,1830.0
146,11,19,3,2025-05-14,1750.0
147,11,19,3,2025-04-27,1710.0
148,97,7,3,2025-06-16,810.0
149,97,7,3,2025-06-11,570.0
150,97,7,3,2025-05-15,1210.0
151,70,12,1,2026-02-24,3100.0
152,70,12,1,2026-03-23,4410.0
153,80,16,1,2025-12-14,13740.0
154,20,14,1,2025-08-31,3130.0
155,59,7,3,2026-01-18,4740.0
156,36,14,3,2025-05-28,1420.0
157,36,14,3,2025-04-09,1450.0
158,90,12,2,2025-05-11,2990.0
159,1,15,2,2026-06-04,1590.0
160,1,15,2,2026-06-05,1350.0
161,1,15,2,2026-06-19,1010.0
162,42,20,2,2025-07-29,2460.0
163,42,20,2,2025-07-07,2310.0
164,42,20,2,2025-07-15,1910.0
165,99,3,2,2025-07-22,2240.0
166,60,2,2,2025-10-14,3580.0
167,69,20,3,2025-09-12,360.0
168,69,20,3,2025-09-22,820.0
169,69,20,3,2025-10-20,720.0
170,32,11,1,2025-12-18,4180.0
171,32,11,1,2025-12-12,3720.0
172,99,15,1,2026-01-27,650.0
173,99,15,1,2026-02-06,1270.0
174,19,11,2,2025-01-15,5070.0
175,33,15,1,2025-03-23,7990.0
176,24,1,1,2025-07-14,2120.0
177,24,1,1,2025-06-11,770.0
178,99,1,1,2025-07-25,900.0
179,99,1,1,2025-07-11,1060.0
180,99,1,1,2025-08-04,1430.0
181,93,3,1,2026-02-01,1100.0
182,93,3,1,2026-02-22,3330.0
183,61,9,1,2025-08-20,4080.0
184,41,7,3,2025-10-28,1550.0
185,41,7,3,2025-09-21,800.0
186,41,7,3,2025-10-20,1220.0
187,33,6,1,2025-02-15,1660.0
188,33,6,1,2025-02-04,1370.0
189,33,6,1,2025-02-10,730.0
190,14,13,2,2025-08-05,1310.0
191,14,13,2,2025-07-03,1200.0
192,48,13,3,2025-12-15,15030.0
193,8,20,2,2025-01-03,850.0
194,8,20,2,2025-01-25,1040.0
195,8,20,2,2025-02-10,570.0
196,33,19,1,2024-12-14,230.0
197,33,19,1,2024-11-11,530.0
198,33,19,1,2024-12-10,590.0
199,48,8,1,2025-01-12,390.0
200,48,8,1,2025-01-27,1200.0
201,48,8,1,2025-03-05,730.0
202,76,20,3,2025-10-13,3100.0
203,76,20,3,2025-10-13,2690.0
204,76,20,3,2025-11-20,2020.0
205,59,8,2,2024-12-22,1470.0
206,59,8,2,2024-11-18,3200.0
207,51,13,2,2025-05-14,2500.0
208,54,9,3,2026-04-28,3190.0
209,54,9,3,2026-05-22,6190.0
210,27,19,3,2025-05-21,1410.0
211,27,19,3,2025-05-09,870.0
212,30,12,3,2025-06-15,980.0
213,30,12,3,2025-05-25,1710.0
214,19,11,2,2026-06-03,7490.0
215,46,7,3,2025-07-06,1890.0
216,46,7,3,2025-05-31,810.0
217,46,7,3,2025-06-22,2280.0
218,99,6,1,2026-03-16,3790.0
219,99,6,1,2026-01-30,2700.0
220,99,6,1,2026-02-16,3660.0
221,63,11,2,2025-10-31,610.0
222,63,11,2,2025-11-28,1360.0
223,18,20,1,2025-11-09,700.0
224,18,20,1,2025-11-25,850.0
225,18,20,1,2025-11-03,1530.0
226,46,11,3,2026-01-20,2430.0
227,27,1,2,2025-07-26,720.0
228,27,1,2,2025-08-22,810.0
229,27,1,2,2025-08-02,530.0
230,2,4,2,2025-04-06,1620.0
231,2,4,2,2025-03-17,1980.0
232,9,17,3,2026-03-09,2680.0
233,9,17,3,2026-02-13,3410.0
234,99,14,2,2025-01-21,760.0
235,99,14,2,2025-02-12,710.0
236,99,14,2,2025-02-28,1140.0
237,92,6,3,2025-06-05,4500.0
238,63,4,2,2025-02-28,1130.0
239,58,18,1,2025-03-25,9210.0
240,70,18,3,2025-08-28,1090.0
241,70,18,3,2025-08-03,2800.0
242,97,18,3,2024-12-31,920.0
243,97,18,3,2025-01-14,1480.0
244,5,4,2,2026-04-19,850.0
245,5,4,2,2026-05-09,1960.0
246,52,4,2,2026-07-30,1100.0
247,52,4,2,2026-07-28,3080.0
248,52,4,2,2026-09-17,3280.0
249,13,2,3,2025-08-09,530.0
250,13,2,3,2025-08-15,530.0
251,13,2,3,2025-07-22,1030.0
252,90,12,1,2026-04-22,790.0
253,90,12,1,2026-05-21,1450.0
254,62,8,1,2026-01-21,5360.0
255,62,8,1,2026-01-23,2460.0
256,58,10,1,2026-03-13,17240.0
257,16,12,2,2025-10-04,3030.0
258,16,12,2,2025-10-10,4130.0
259,64,11,3,2025-08-22,1800.0
260,64,11,3,2025-08-28,1020.0
261,64,11,3,2025-09-29,1940.0
262,16,7,2,2024-12-17,3320.0
263,16,7,2,2024-11-11,3860.0
264,51,11,1,2025-04-02,8990.0
265,92,1,2,2026-02-13,10770.0
266,90,2,1,2026-01-31,940.0
267,90,2,1,2026-01-16,1970.0
268,48,6,3,2025-06-03,280.0
269,48,6,3,2025-04-30,770.0
270,48,6,3,2025-05-23,730.0
271,34,5,3,2025-04-30,750.0
272,34,5,3,2025-05-07,460.0
273,95,10,2,2025-10-18,11650.0
274,92,15,1,2025-12-08,2590.0
275,24,3,1,2026-04-09,5720.0
276,12,8,2,2025-09-01,2670.0
277,12,8,2,2025-09-14,2190.0
278,33,15,2,2025-05-31,5730.0
279,61,19,1,2025-01-31,1860.0
280,43,13,1,2025-10-19,3440.0
281,33,3,2,2026-01-02,18140.0
282,43,14,1,2026-04-16,6390.0
283,12,7,1,2026-02-21,3000.0
284,12,7,1,2026-01-28,3310.0
285,87,5,3,2025-07-05,3500.0
286,87,5,3,2025-07-15,3480.0
287,81,12,1,2025-03-07,2160.0
288,34,17,1,2025-05-10,1890.0
289,34,17,1,2025-06-02,2170.0
290,89,9,1,2026-03-30,14490.0
291,36,14,3,2025-04-15,1420.0
292,24,15,2,2025-03-06,1780.0
293,24,15,2,2025-03-01,870.0
294,24,15,2,2025-03-09,890.0
295,12,4,3,2025-03-07,2410.0
296,13,2,2,2025-09-13,750.0
297,13,2,2,2025-08-16,630.0
298,13,2,2,2025-08-29,830.0
299,99,8,1,2026-02-08,640.0
300,99,8,1,2026-01-06,850.0
301,99,8,1,2026-02-24,1100.0
302,59,20,2,2025-03-01,2760.0
303,59,20,2,2025-03-15,1860.0
304,76,18,1,2025-04-20,1160.0
305,76,18,1,2025-05-18,2250.0
306,78,13,3,2025-01-03,2460.0
307,12,14,2,2025-05-02,940.0
308,12,14,2,2025-05-12,770.0
309,12,14,2,2025-04-10,1500.0
310,100,9,3,2025-08-05,5260.0
311,39,18,1,2025-04-02,740.0
312,39,18,1,2025-04-13,920.0
313,39,18,1,2025-03-23,1000.0
314,42,1,3,2026-06-12,8850.0
315,14,17,1,2026-06-15,3480.0
316,93,8,1,2025-07-20,1120.0
317,93,8,1,2025-06-14,2840.0
318,93,8,1,2025-06-26,1390.0
319,18,6,1,2025-12-04,2370.0
320,18,6,1,2025-12-16,2850.0
321,18,6,1,2025-11-16,2590.0
322,9,16,2,2025-09-23,700.0
323,9,16,2,2025-09-24,800.0
324,9,16,2,2025-09-02,700.0
325,5,11,3,2025-07-13,1190.0
326,5,11,3,2025-06-17,1530.0
327,5,11,3,2025-06-08,730.0
328,65,7,1,2025-02-09,2480.0
329,86,13,2,2025-01-19,2520.0
330,89,19,2,2024-11-04,1670.0
331,89,19,2,2024-11-14,2760.0
332,19,18,3,2025-05-05,1950.0
333,19,18,3,2025-05-09,2350.0
334,54,20,2,2025-09-25,11090.0
335,91,9,1,2025-07-03,14200.0
336,92,2,3,2026-03-19,660.0
337,92,2,3,2026-03-24,1530.0
338,92,2,3,2026-03-11,1160.0
339,72,18,1,2025-10-23,3380.0
340,72,18,1,2025-11-24,2150.0
341,62,11,3,2026-05-27,17510.0
342,63,14,2,2025-02-21,2640.0
343,25,2,3,2024-12-13,1750.0
344,25,2,3,2024-11-17,1250.0
345,25,2,3,2024-11-20,2610.0
346,56,8,1,2025-07-28,6890.0
347,38,3,2,2025-11-04,1460.0
348,38,3,2,2025-10-24,1470.0
349,38,3,2,2025-12-13,1460.0
350,6,1,1,2025-06-28,1060.0
351,6,1,1,2025-07-06,1710.0
352,6,1,1,2025-06-01,1130.0
353,61,3,1,2026-03-20,1280.0
354,61,3,1,2026-03-17,3140.0
355,80,13,2,2025-04-05,10700.0
356,19,2,2,2025-04-04,1220.0
357,19,2,2,2025-03-19,1960.0
358,19,2,2,2025-03-26,1260.0
359,18,16,2,2025-06-22,1920.0
360,18,16,2,2025-06-25,4260.0
361,49,9,3,2026-03-23,1180.0
362,75,2,2,2025-08-19,3810.0
363,74,6,2,2025-01-31,1680.0
364,74,6,2,2025-03-26,1940.0
365,72,16,2,2025-12-04,6110.0
366,72,16,2,2025-12-29,6430.0
367,92,20,2,2024-11-28,5430.0
368,36,18,1,2025-07-25,770.0
369,36,18,1,2025-07-30,2680.0
370,90,20,1,2025-08-05,3930.0
371,50,8,3,2026-02-02,8840.0
372,73,20,1,2025-06-16,820.0
373,73,20,1,2025-07-28,700.0
374,6,4,2,2025-08-08,1300.0
375,82,10,2,2025-05-05,1190.0
376,82,10,2,2025-03-22,1150.0
377,82,10,2,2025-05-14,450.0
378,66,8,1,2025-09-14,1670.0
379,33,11,3,2026-06-15,1010.0
380,33,11,3,2026-06-11,1200.0
381,96,10,1,2025-11-07,4240.0
382,49,2,1,2025-12-17,5230.0
383,49,2,1,2025-11-15,3300.0
384,49,2,1,2025-12-21,2920.0
385,1,19,2,2025-07-23,2570.0
386,23,6,3,2025-01-13,570.0
387,23,6,3,2024-12-24,980.0
388,37,3,2,2025-04-30,1610.0
389,37,3,2,2025-03-17,1270.0
390,37,3,2,2025-03-05,1230.0
391,74,11,2,2025-06-01,11720.0
392,45,4,1,2026-07-27,2020.0
393,45,4,1,2026-06-23,2120.0
394,45,4,1,2026-07-23,2040.0
395,77,15,1,2026-07-25,2220.0
396,26,17,3,2026-01-24,4830.0
397,26,17,3,2026-03-13,4720.0
398,3,8,2,2025-04-30,840.0
399,3,8,2,2025-05-17,2070.0
400,3,8,2,2025-05-22,1020.0
401,50,19,3,2026-03-27,5330.0
402,50,19,3,2026-04-03,4530.0
403,65,18,2,2025-10-12,6490.0
404,54,16,3,2025-04-30,880.0
405,54,16,3,2025-05-15,720.0
406,54,16,3,2025-05-07,640.0
407,94,19,3,2026-03-21,7890.0
408,47,13,2,2025-08-13,7440.0
409,23,7,1,2026-01-16,1290.0
410,23,7,1,2026-02-02,880.0
411,38,17,3,2025-12-10,6130.0
412,98,11,3,2025-03-26,3600.0
413,98,11,3,2025-03-10,1690.0
414,50,2,1,2025-09-16,2400.0
415,30,6,1,2025-01-24,1990.0
416,30,6,1,2025-01-27,2320.0
417,30,6,1,2025-01-23,950.0
418,91,19,1,2026-04-02,3270.0
419,91,19,1,2026-03-19,2430.0
420,91,19,1,2026-02-24,2840.0
421,63,7,1,2026-02-22,1760.0
422,63,7,1,2026-02-23,1570.0
423,63,7,1,2026-02-10,1430.0
424,97,16,2,2025-02-17,4980.0
425,97,16,2,2025-02-22,5580.0
426,97,16,2,2025-02-15,4810.0
427,81,8,3,2026-03-29,7190.0
428,29,3,1,2026-03-24,9660.0
429,4,3,3,2026-04-22,2270.0
430,4,3,3,2026-04-02,1890.0
431,4,3,3,2026-04-24,1100.0
432,10,13,3,2025-08-12,1120.0
433,10,13,3,2025-09-25,1110.0
434,10,13,3,2025-09-18,1080.0
435,17,16,2,2025-10-10,3300.0
436,17,16,2,2025-12-02,3650.0
437,34,9,2,2025-02-02,2760.0
438,34,9,2,2025-02-11,2820.0
439,34,9,2,2025-03-29,2010.0
440,6,11,2,2025-05-20,2220.0
441,6,11,2,2025-04-14,1950.0
442,53,10,2,2025-04-25,4660.0
443,77,18,2,2025-09-24,1800.0
444,80,3,2,2025-05-09,2720.0
445,27,20,1,2026-03-28,380.0
446,27,20,1,2026-03-04,410.0
447,27,20,1,2026-04-29,420.0
448,50,14,3,2025-04-03,440.0
449,50,14,3,2025-05-19,940.0
450,50,14,3,2025-05-17,550.0
451,19,15,1,2025-08-12,7910.0
452,34,13,3,2026-04-12,2610.0
453,78,2,3,2025-03-04,2980.0
454,78,2,3,2025-03-02,2780.0
455,90,15,2,2025-02-28,1110.0
456,90,15,2,2025-04-10,2450.0
457,47,7,1,2026-01-09,6620.0
458,94,8,2,2025-03-25,1380.0
459,94,8,2,2025-04-14,3440.0
460,8,16,2,2026-03-06,1470.0
461,8,16,2,2026-03-22,3340.0
462,79,11,3,2025-02-13,7630.0
463,56,16,2,2025-12-29,4040.0
464,90,7,3,2025-02-06,2200.0
465,57,14,2,2025-07-08,2750.0
466,57,14,2,2025-08-23,1590.0
467,17,1,3,2025-04-17,920.0
468,17,1,3,2025-04-26,1180.0
469,17,1,2,2025-04-08,1060.0
470,17,1,2,2025-06-01,530.0
471,17,1,2,2025-06-04,700.0
472,8,2,3,2025-10-26,3050.0
473,40,18,1,2024-11-15,2120.0
474,40,18,1,2024-11-26,1730.0
475,6,18,3,2025-12-05,2560.0
476,6,18,3,2025-12-24,3840.0
477,26,17,2,2025-11-22,460.0
478,26,17,2,2025-12-05,320.0
479,26,17,2,2025-12-10,210.0
480,59,7,2,2024-12-19,3390.0
481,22,2,1,2025-05-05,7600.0
482,21,4,3,2026-04-06,1240.0
483,21,4,3,2026-03-10,790.0
484,94,10,2,2025-09-01,11290.0
485,75,7,2,2026-02-20,7030.0
486,62,8,2,2026-02-01,8120.0
487,94,1,1,2025-05-27,4710.0
488,24,14,2,2026-01-30,7180.0
489,55,17,1,2026-02-14,440.0
490,55,17,1,2026-04-08,490.0
491,9,20,2,2025-12-01,1060.0
492,9,20,2,2025-11-24,1230.0
493,9,20,2,2025-12-26,1220.0
494,31,11,1,2025-06-07,5410.0
495,24,15,1,2025-05-12,270.0
496,24,15,1,2025-05-06,290.0
497,6,10,3,2026-05-12,5980.0
498,6,10,3,2026-03-29,4070.0
499,92,6,3,2025-07-31,910.0
500,92,6,3,2025-07-05,1090.0
501,92,6,3,2025-07-23,590.0
502,75,20,2,2025-10-17,4930.0
503,6,1,3,2025-05-11,5550.0
504,62,15,1,2025-08-06,3580.0
505,75,11,1,2025-07-07,4560.0
506,75,11,1,2025-06-22,3290.0
507,45,10,1,2025-05-08,4090.0
508,44,2,1,2025-01-31,850.0
509,44,2,1,2025-02-09,570.0
510,44,2,1,2025-01-11,710.0
511,70,16,1,2025-03-10,1740.0
512,70,16,1,2025-03-17,1990.0
513,19,6,3,2025-04-19,1860.0
514,19,6,3,2025-05-24,1370.0
515,12,3,3,2026-02-04,1240.0
516,12,3,3,2026-03-22,760.0
517,37,20,1,2026-04-30,3970.0
518,37,20,1,2026-04-14,3520.0
519,100,5,1,2025-03-25,1600.0
520,100,5,1,2025-05-09,3010.0
521,100,5,1,2025-04-10,1870.0
522,5,16,1,2025-03-12,1810.0
523,5,16,1,2025-03-06,1310.0
524,5,16,1,2025-03-26,1530.0
525,49,10,3,2025-09-02,1990.0
526,49,10,3,2025-10-02,2370.0
527,69,18,2,2025-12-26,3360.0
528,69,18,2,2025-12-28,1400.0
529,78,6,3,2024-10-25,400.0
530,78,6,3,2024-10-17,1460.0
531,1,18,3,2026-09-16,3140.0
532,1,18,3,2026-07-24,5320.0
533,40,6,2,2026-04-07,12570.0
534,60,13,2,2025-07-31,1550.0
535,60,13,2,2025-07-07,1780.0
536,60,13,2,2025-07-12,1300.0
537,64,7,1,2026-07-24,930.0
538,64,7,1,2026-06-13,610.0
539,64,7,1,2026-07-01,890.0
540,72,12,3,2026-05-20,460.0
541,72,12,3,2026-05-18,1340.0
542,72,12,3,2026-04-19,850.0
543,60,4,1,2026-04-24,2250.0
544,60,4,1,2026-05-17,3090.0
545,60,4,1,2026-03-19,1570.0
546,85,2,2,2025-08-29,510.0
547,85,2,2,2025-09-13,510.0
548,85,2,2,2025-08-25,750.0
549,5,16,1,2025-07-08,2420.0
550,5,16,1,2025-07-18,2430.0
551,5,16,1,2025-06-22,2210.0
552,78,16,1,2025-04-05,2890.0
553,78,16,1,2025-03-28,4560.0
554,4,15,1,2025-08-05,23400.0
555,38,9,3,2025-03-25,6110.0
556,23,14,1,2025-09-08,1720.0
557,23,14,1,2025-10-23,1430.0
558,23,14,1,2025-09-29,1350.0
559,51,10,3,2024-12-21,1560.0
560,51,10,3,2025-01-05,5400.0
561,70,10,3,2025-11-25,1000.0
562,70,10,3,2026-01-17,780.0
563,70,10,3,2025-12-08,890.0
564,6,19,2,2025-05-14,4010.0
565,6,19,2,2025-06-22,3580.0
566,72,15,3,2025-12-02,2170.0
567,72,15,3,2025-12-09,1540.0
568,72,15,3,2025-12-17,1260.0
569,29,2,1,2025-09-22,2520.0
570,38,1,3,2025-10-31,850.0
571,38,1,3,2025-11-04,770.0
572,38,1,3,2025-12-12,540.0
573,57,11,2,2025-03-13,1000.0
574,57,11,2,2025-03-06,660.0
575,57,11,2,2025-02-13,1450.0
576,5,14,3,2026-05-15,3700.0
577,5,14,3,2026-04-10,3680.0
578,13,2,3,2024-11-23,3490.0
579,13,2,3,2024-12-03,3690.0
580,31,9,1,2025-03-09,970.0
581,31,9,1,2025-02-15,780.0
582,31,9,1,2025-02-16,670.0
583,47,4,1,2025-10-18,1700.0
584,47,4,1,2025-09-19,1930.0
585,47,4,1,2025-09-17,2250.0
586,88,17,3,2026-02-20,7800.0
587,56,16,1,2025-10-07,1120.0
588,56,16,1,2025-10-18,710.0
589,56,16,1,2025-10-15,910.0
590,8,18,2,2025-11-10,2610.0
591,47,17,3,2025-05-12,9600.0
592,76,10,2,2025-01-10,1500.0
593,76,10,2,2025-01-11,1610.0
594,95,13,1,2026-02-23,920.0
595,36,17,3,2025-11-11,4580.0
596,36,17,3,2025-10-23,12380.0
597,74,15,3,2025-11-30,8600.0
598,46,5,1,2025-06-01,1250.0
599,46,5,1,2025-07-16,730.0
600,46,5,1,2025-06-02,760.0
601,89,3,3,2025-03-28,710.0
602,89,3,3,2025-03-13,580.0
603,89,3,3,2025-03-23,720.0
604,43,10,1,2026-05-06,650.0
605,43,10,1,2026-04-24,550.0
606,43,10,1,2026-05-01,780.0
607,76,19,1,2026-04-06,1020.0
608,76,19,1,2026-04-08,990.0
609,76,19,1,2026-04-16,420.0
610,68,12,2,2026-03-23,2190.0
611,72,17,3,2025-02-13,2890.0
612,72,17,3,2025-01-13,3060.0
613,23,4,2,2025-10-29,2120.0
614,23,4,2,2025-09-29,2160.0
615,23,4,2,2025-09-25,1930.0
616,54,16,3,2026-03-10,620.0
617,54,16,3,2026-03-25,1080.0
618,54,16,3,2026-04-30,760.0
619,87,8,1,2026-01-19,890.0
620,87,8,1,2026-02-24,1100.0
621,54,20,1,2025-04-07,1580.0
622,21,14,2,2026-07-07,1670.0
623,21,14,2,2026-06-27,2370.0
624,41,4,3,2024-12-30,6660.0
625,7,1,3,2026-01-12,8020.0
626,24,9,2,2025-02-03,6870.0
627,52,17,1,2025-01-20,1300.0
628,52,17,1,2025-02-24,1110.0
629,29,14,3,2026-07-06,4860.0
630,29,14,3,2026-06-02,3610.0
631,63,3,2,2024-11-20,2580.0
632,63,3,2,2024-11-03,1980.0
633,63,3,2,2024-11-24,2490.0
634,49,12,2,2025-12-13,2100.0
635,49,12,2,2026-06-29,3700.0
636,49,12,2,2026-07-02,1680.0
637,49,12,2,2026-05-25,3490.0
638,51,6,1,2025-06-20,2730.0
639,51,6,1,2025-06-14,3650.0
640,56,20,3,2026-04-22,1660.0
641,56,20,3,2026-04-15,1260.0
642,56,20,3,2026-04-27,860.0
643,62,5,1,2026-04-10,22100.0
644,32,16,3,2025-09-22,1040.0
645,32,16,3,2025-10-02,1580.0
646,32,16,3,2025-09-08,1830.0
647,1,6,3,2025-03-17,1430.0
648,1,6,3,2025-03-14,1350.0
649,1,6,3,2025-03-08,1240.0
650,66,11,2,2024-12-03,2570.0
651,66,11,2,2024-11-06,2360.0
652,29,6,1,2026-01-03,580.0
653,29,6,1,2025-12-08,1910.0
654,32,2,1,2025-07-09,1950.0
655,32,2,1,2025-09-05,1530.0
656,32,2,1,2025-08-12,1970.0
657,10,9,2,2025-02-14,7770.0
658,83,17,3,2025-10-12,360.0
659,83,17,3,2025-09-05,370.0
660,83,17,3,2025-09-10,850.0
661,34,17,2,2026-02-17,1530.0
662,34,17,2,2026-02-02,1750.0
663,57,4,3,2025-04-30,3160.0
664,87,19,3,2025-07-10,1550.0
665,87,19,3,2025-06-30,1900.0
666,87,19,3,2025-06-18,910.0
667,72,12,2,2025-07-29,3670.0
668,54,17,1,2025-09-19,7340.0
669,51,2,1,2025-10-22,1700.0
670,51,2,1,2025-10-23,2140.0
671,92,8,1,2025-08-06,3160.0
672,92,8,1,2025-06-24,2650.0
673,8,19,3,2025-02-13,8880.0
674,8,19,3,2025-01-16,3120.0
675,68,20,2,2025-02-19,3640.0
676,68,20,2,2025-01-21,6350.0
677,7,12,2,2025-04-16,17850.0
678,36,6,1,2025-09-21,8370.0
679,47,19,3,2025-05-27,420.0
680,47,19,3,2025-06-15,370.0
681,47,19,3,2025-05-30,560.0
682,69,18,3,2026-07-24,2200.0
683,20,6,3,2026-02-25,2390.0
684,20,6,3,2026-02-04,1550.0
685,87,6,1,2025-01-02,14190.0
686,94,16,1,2025-07-25,10040.0
687,9,10,1,2025-06-28,440.0
688,9,10,1,2025-05-20,540.0
689,9,10,1,2025-06-10,470.0
690,53,14,3,2025-10-09,8800.0
691,81,18,3,2025-09-25,1340.0
692,81,18,3,2025-10-25,1600.0
693,81,18,3,2025-09-14,1990.0
694,22,19,3,2026-04-22,420.0
695,22,19,3,2026-05-26,520.0
696,22,19,3,2026-05-09,580.0
697,58,14,1,2026-03-10,4180.0
698,100,15,1,2025-07-18,3760.0
699,100,15,1,2025-07-20,3370.0
700,37,19,2,2025-12-25,2980.0
701,25,18,1,2025-03-19,1020.0
702,25,18,1,2025-04-09,1210.0
703,25,18,1,2025-04-03,1140.0
704,76,5,1,2025-01-29,3040.0
705,76,5,1,2025-02-16,2060.0
